District ID,District Name,School ID,School Name,School Year,Dropouts,Enrollment,Annual Dropout Rate,G9,G10,G11,G12
279,Amistad Academy District,51,Amistad Academy,2009-10,4,122,3.3,0,8.8,3.4,0
2,Ansonia School District,61,Ansonia High School,2009-10,22,777,2.8,3.7,4.4,1.2,1.3
244,Area Cooperative Educational Services,61,Collaborative Alternative Magnet School,2009-10,0,71,0,0,0,0,0
4,Avon School District,61,Avon High School,2009-10,3,1079,0.3,0,0.4,0,0.7
7,Berlin School District,61,Berlin High School,2009-10,17,1022,1.7,0,0.4,1.1,5.2
9,Bethel School District,61,Bethel High School,2009-10,2,987,0.2,0,0,0,0.7
11,Bloomfield School District,61,Bloomfield High School,2009-10,19,630,3,4.9,2.2,3.4,1.9
11,Bloomfield School District,62,The Big Picture High School,2009-10,2,88,2.3,2.8,0,0,9.1
12,Bolton School District,61,Bolton High School,2009-10,1,297,0.3,0,0,0,1.4
14,Branford School District,61,Branford High School,2009-10,5,1109,0.5,0,0.4,0.7,0.6
15,Bridgeport School District,61,Bassick High School,2009-10,148,1153,12.8,7.2,16.7,14.3,12
15,Bridgeport School District,62,Central High School,2009-10,92,2218,4.1,2,3.1,3,9.3
15,Bridgeport School District,14,Cesar Batalla School,2009-10,NA,NA,NA,NA,NA,NA,NA
15,Bridgeport School District,63,Harding High School,2009-10,183,1545,11.8,0.6,7.7,9.9,27.5
17,Bristol School District,61,Bristol Central High School,2009-10,29,1363,2.1,3.1,2.8,1.7,0.6
17,Bristol School District,62,Bristol Eastern High School,2009-10,20,1305,1.5,1.2,0.6,1.7,2.8
18,Brookfield School District,61,Brookfield High School,2009-10,13,1016,1.3,0,0.4,1.9,2.6
23,Canton School District,61,Canton High School,2009-10,1,514,0.2,0,0.8,0,0
241,Capitol Region Education Council,52,CREC - Public Safety Academy Interdistrict Magnet School,2009-10,0,59,0,0,0,0,0
241,Capitol Region Education Council,63,Great Path Academy at MCC,2009-10,1,234,0.4,0,0,1,0
241,Capitol Region Education Council,64,Greater Hartford Academy of  the Arts - Full Time,2009-10,0,274,0,0,0,0,0
241,Capitol Region Education Council,51,Greater Hartford Academy of Math and Science,2009-10,0,87,0,0,0,0,0
241,Capitol Region Education Council,61,Metropolitan Learning Center,2009-10,2,377,0.5,0,0,0,2.3
25,Cheshire School District,61,Cheshire High School,2009-10,3,1549,0.2,0,0.2,0.6,0
27,Clinton School District,61,The Morgan School,2009-10,4,558,0.7,0,0.8,0.7,1.3
28,Colchester School District,61,Bacon Academy,2009-10,9,1003,0.9,0.4,0,1.2,1.9
268,Common Ground High School District,61,Common Ground High School,2009-10,1,160,0.6,0,0,0,4.5
900,Connecticut Technical High School System,15,A. I. Prince Technical High School,2009-10,2,683,0.3,0,0,1.3,0
900,Connecticut Technical High School System,11,Bullard-Havens Technical High School,2009-10,0,886,0,0,0,0,0
900,Connecticut Technical High School System,19,E. C. Goodwin Technical High School,2009-10,1,544,0.2,0,0.6,0,0
900,Connecticut Technical High School System,14,Eli Whitney Technical High School,2009-10,1,511,0.2,0.6,0,0,0
900,Connecticut Technical High School System,27,Ella T. Grasso Southeastern Technical High School,2009-10,1,591,0.2,0,0,0,0.8
900,Connecticut Technical High School System,25,Emmett O'Brien Technical High School,2009-10,3,514,0.6,0,0,0.8,1.8
900,Connecticut Technical High School System,17,H. C. Wilcox Technical High School,2009-10,1,781,0.1,0,0,0.5,0
900,Connecticut Technical High School System,13,H. H. Ellis Technical High School,2009-10,3,566,0.5,0,0,0.8,1.5
900,Connecticut Technical High School System,12,Henry Abbott Technical High School,2009-10,2,671,0.3,0,0,1.1,0
900,Connecticut Technical High School System,16,Howell Cheney Technical High School,2009-10,0,623,0,0,0,0,0
900,Connecticut Technical High School System,20,Norwich Technical High School,2009-10,3,557,0.5,0,0,0,3.1
900,Connecticut Technical High School System,22,Oliver Wolcott Technical High School,2009-10,4,761,0.5,0,0,1.5,0.5
900,Connecticut Technical High School System,26,Platt Technical High School,2009-10,0,880,0,0,0,0,0
900,Connecticut Technical High School System,18,Vinal Technical High School,2009-10,1,607,0.2,0,0,0,0.8
900,Connecticut Technical High School System,23,W. F. Kaynor Technical High School,2009-10,2,737,0.3,0,0,1.3,0
900,Connecticut Technical High School System,24,Windham Technical High School,2009-10,2,557,0.4,0,0.6,0,0.9
32,Coventry School District,61,Coventry High School,2009-10,2,563,0.4,0,0,1.3,0
33,Cromwell School District,61,Cromwell High School,2009-10,2,605,0.3,0,1.4,0,0
34,Danbury School District,62,Alternative Center For Excellence,2009-10,11,89,12.4,7.7,16,10.5,15.8
34,Danbury School District,61,Danbury High School,2009-10,111,2854,3.9,3.2,3,5.6,4
35,Darien School District,61,Darien High School,2009-10,0,1265,0,0,0,0,0
37,Derby School District,61,Derby High School,2009-10,17,390,4.4,7.5,4.9,3.1,1.2
40,East Granby School District,61,East Granby High School,2009-10,3,256,1.2,0,1.7,2.4,0
41,East Haddam School District,61,Nathan Hale-Ray High School,2009-10,5,406,1.2,0,0,4.4,0.9
42,East Hampton School District,61,East Hampton High School,2009-10,4,570,0.7,0,0.6,2.2,0
43,East Hartford School District,63,Connecticut IB Academy,2009-10,0,167,0,0,0,0,0
43,East Hartford School District,62,East Hartford High School,2009-10,47,1903,2.5,3,2.1,2.8,1.9
43,East Hartford School District,64,Stevens Alternate High school,2009-10,23,117,19.7,45.5,15.2,20.9,13.3
44,East Haven School District,61,East Haven High School,2009-10,6,968,0.6,0.4,1.4,0.7,0
45,East Lyme School District,61,East Lyme High School,2009-10,10,1221,0.8,0,1,0.9,1.3
47,East Windsor School District,61,East Windsor High School,2009-10,6,376,1.6,0,2,2.3,2.1
47,East Windsor School District,54,East Windsor Middle School,2009-10,NA,NA,NA,NA,NA,NA,NA
253,Eastern Connecticut Regional Educational Service Center,60,ACT Magnet School (Arts at the Capitol Theater) - Full Time,2009-10,0,88,0,0,0,0,0
253,Eastern Connecticut Regional Educational Service Center,61,Quinebaug Middle College,2009-10,0,70,0,0,0,0,0
48,Ellington School District,61,Ellington High School,2009-10,4,777,0.5,0,0.5,0.6,1
289,Elm City College Preparatory School,1,Elm City College Preparatory School,2009-10,0,52,0,0,0,0,0
49,Enfield School District,61,Enfield High School,2009-10,17,823,2.1,2,0.5,3.7,1.6
49,Enfield School District,62,Enrico Fermi High School,2009-10,23,1158,2,1.6,0.7,4.6,0.9
272,Explorations District,61,Explorations,2009-10,6,80,7.5,0,5.6,4.2,10.5
51,Fairfield School District,60,Fairfield Ludlowe High School,2009-10,14,1452,1,0.5,1.1,1.2,1.1
51,Fairfield School District,62,Fairfield Warde High School,2009-10,16,1298,1.2,0,0.6,1.3,2.9
52,Farmington School District,61,Farmington High School,2009-10,10,1324,0.8,0.3,0,0.9,1.7
54,Glastonbury School District,61,Glastonbury High School,2009-10,16,2102,0.8,0.2,0.6,1.1,1.3
56,Granby School District,61,Granby Memorial High School,2009-10,3,751,0.4,0,0,0.5,1.1
57,Greenwich School District,61,Greenwich High School,2009-10,10,2689,0.4,0.1,0.2,0.9,0.3
58,Griswold School District,62,Griswold High School,2009-10,21,740,2.8,2.1,4.2,2.8,2.2
59,Groton School District,61,Fitch Senior High School,2009-10,7,1306,0.5,0.3,1.5,0.3,0
60,Guilford School District,61,Guilford High School,2009-10,1,1115,0.1,0,0.3,0,0
62,Hamden School District,61,Hamden High School,2009-10,13,1973,0.7,0.6,0.8,0.6,0.6
64,Hartford School District,61,Bulkeley High School Lower School,2009-10,50,767,6.5,6.9,5.7,0,0
64,Hartford School District,71,Bulkeley High School Upper School,2009-10,31,571,5.4,0,0,7.4,2.9
64,Hartford School District,69,Capital Preparatory Magnet School,2009-10,1,143,0.7,0,2.7,0,0
64,Hartford School District,64,Classical Magnet School,2009-10,8,381,2.1,1.7,1.9,2.3,2.9
64,Hartford School District,60,Culinary Arts Academy,2009-10,28,266,10.5,14.4,10.6,14.8,1.5
64,Hartford School District,76,High School Inc.,2009-10,9,197,4.6,6.2,1.5,0,0
64,Hartford School District,72,HPHS Academy of Engineering and Green Technology,2009-10,30,378,7.9,8.3,6.2,9.2,8.4
64,Hartford School District,73,HPHS Freshmen Academy,2009-10,19,373,5.1,5.1,0,0,0
64,Hartford School District,74,HPHS Law and Government Academy,2009-10,45,371,12.1,25,12.1,10.6,11.8
64,Hartford School District,75,HPHS Nursing Academy,2009-10,47,394,11.9,28,12.8,12,7.2
64,Hartford School District,77,Journalism and Media High School,2009-10,6,166,3.6,1.3,5.5,0,0
64,Hartford School District,78,OPPortunity High School,2009-10,27,90,30,34.5,13,50,0
64,Hartford School District,66,Pathways to Technology Magnet School,2009-10,17,351,4.8,10.7,6.1,2.3,0
64,Hartford School District,65,Sports and Medical Sciences Academy,2009-10,0,436,0,0,0,0,0
64,Hartford School District,67,University High School,2009-10,3,362,0.8,1.4,1.1,0,0
64,Hartford School District,63,Weaver High School,2009-10,78,335,23.3,0,0,33.3,11.2
69,Killingly School District,61,Killingly High School,2009-10,58,789,7.4,1.8,4.2,12.4,12.1
71,Lebanon School District,62,Lyman Memorial High School,2009-10,2,549,0.4,0,0,1.2,0
72,Ledyard School District,61,Ledyard High School,2009-10,8,926,0.9,0.4,0,2.1,0.8
73,Lisbon School District,60,Community Connection - The Big Picture High School,2009-10,2,22,9.1,0,25,0,50
74,Litchfield School District,61,Litchfield High School,2009-10,1,397,0.3,0,1,0,0
76,Madison School District,61,Daniel Hand High School,2009-10,2,1264,0.2,0,0.3,0.3,0
77,Manchester School District,61,Manchester High School,2009-10,32,1978,1.6,1.4,0.2,3.2,1.8
80,Meriden School District,61,Francis T. Maloney High School,2009-10,28,1228,2.3,2.8,1.7,2.5,1.9
80,Meriden School District,62,Orville H. Platt High School,2009-10,26,1114,2.3,1.7,4.1,1.6,2.1
83,Middletown School District,62,Middletown High School,2009-10,11,1324,0.8,1.7,0.3,0.6,0.4
84,Milford School District,62,Jonathan Law High School,2009-10,17,1011,1.7,1.1,2.3,1.8,1.5
84,Milford School District,63,Joseph A. Foran High School,2009-10,10,1053,0.9,0.7,1.2,0.7,1.1
85,Monroe School District,61,Masuk High School,2009-10,0,1302,0,0,0,0,0
86,Montville School District,61,Montville High School,2009-10,10,792,1.3,3.2,0.5,1.1,0.5
88,Naugatuck School District,61,Naugatuck High School,2009-10,13,1434,0.9,0,1.1,0.5,1.9
89,New Britain School District,61,New Britain High School,2009-10,173,2759,6.3,0.8,2.1,12.8,8
90,New Canaan School District,61,New Canaan High School,2009-10,2,1287,0.2,0,0,0.3,0.3
91,New Fairfield School District,61,New Fairfield High School,2009-10,2,1020,0.2,0.4,0.4,0,0
93,New Haven School District,64,Cooperative High School,2009-10,17,542,3.1,2.7,4.6,2.7,2.2
93,New Haven School District,66,High School In The Community,2009-10,18,327,5.5,6.1,1.4,7.8,6.1
93,New Haven School District,63,Hill Regional Career High School,2009-10,16,699,2.3,2,2.8,3,1.3
93,New Haven School District,68,Hyde Leadership School,2009-10,6,192,3.1,1.5,2.1,2.6,7.5
93,New Haven School District,62,James Hillhouse High School,2009-10,153,947,16.2,11,17.5,22.1,15.6
93,New Haven School District,60,Metropolitan Business High School,2009-10,6,184,3.3,2.3,3.2,5.9,3
93,New Haven School District,70,New Haven Academy,2009-10,3,239,1.3,0,2.3,3.4,0
93,New Haven School District,67,Sound School,2009-10,2,328,0.6,0,0,1.6,1.1
93,New Haven School District,61,Wilbur Cross High School,2009-10,123,1620,7.6,7.8,7.7,10.4,3.9
95,New London School District,61,New London High School,2009-10,23,935,2.5,1.7,4.1,1.5,3.1
96,New Milford School District,61,New Milford High School,2009-10,23,1566,1.5,0.5,1.5,1.6,2.3
94,Newington School District,61,Newington High School,2009-10,5,1468,0.3,0,0.3,0.8,0.3
97,Newtown School District,61,Newtown High School,2009-10,8,1731,0.5,0,0.5,0,1.4
99,North Branford School District,61,North Branford High School,2009-10,7,686,1,0.5,0,1.1,2.6
101,North Haven School District,61,North Haven High School,2009-10,8,1181,0.7,0.7,0.7,0.7,0.6
102,North Stonington School District,61,Wheeler High School,2009-10,2,226,0.9,1.8,1.9,0,0
103,Norwalk School District,62,Brien McMahon High School,2009-10,11,1694,0.6,0.8,0.2,0.7,0.9
103,Norwalk School District,63,Briggs High School,2009-10,5,99,5.1,4.2,10.7,0,6.3
103,Norwalk School District,61,Norwalk High School,2009-10,18,1502,1.2,1,1.3,0.8,1.8
901,Norwich Free Academy,61,Norwich Free Academy,2009-10,30,2421,1.2,0.9,1.5,1.4,1.1
104,Norwich School District,61,Thames River Academy,2009-10,3,84,3.6,4.7,0,0,25
106,Old Saybrook School District,61,Old Saybrook Senior High School,2009-10,3,528,0.6,0,0.7,0.8,0.8
108,Oxford School District,60,Oxford High School,2009-10,0,565,0,0,0,0,0
109,Plainfield School District,61,Plainfield High School,2009-10,37,852,4.3,2.2,5.3,6.4,3.5
110,Plainville School District,61,Plainville High School,2009-10,16,862,1.9,0.5,0.9,3,2.9
111,Plymouth School District,61,Terryville High School,2009-10,7,521,1.3,1.7,1.4,0.7,1.6
113,Portland School District,61,Portland High School,2009-10,3,362,0.8,0,0,3.1,0
116,Putnam School District,61,Putnam High School,2009-10,10,327,3.1,1,1.3,6.9,3.8
201,Regional School District 01,61,Housatonic Valley Regional High School,2009-10,9,510,1.8,1.7,1.4,2.3,1.9
204,Regional School District 04,61,Valley Regional High School,2009-10,8,618,1.3,0,0.6,1.8,2.8
205,Regional School District 05,61,Amity Regional High School,2009-10,3,1630,0.2,0,0,0.2,0.5
206,Regional School District 06,61,Wamogo Regional High School,2009-10,1,380,0.3,0.9,0,0,0
207,Regional School District 07,61,Northwestern Regional High School,2009-10,0,757,0,0,0,0,0
208,Regional School District 08,61,Rham High School,2009-10,11,1085,1,0.7,1.6,1.1,0.5
209,Regional School District 09,61,Joel Barlow High School,2009-10,6,958,0.6,0.4,0,0.5,1.6
210,Regional School District 10,61,Lewis S. Mills High School,2009-10,3,813,0.4,0,0,0,1.5
211,Regional School District 11,61,Parish Hill High School,2009-10,1,147,0.7,0,0,0,2.6
212,Regional School District 12,61,Shepaug Valley High School,2009-10,0,323,0,0,0,0,0
213,Regional School District 13,61,Coginchaug Regional High School,2009-10,2,578,0.3,0,0,0,1.4
214,Regional School District 14,61,Nonnewaug High School,2009-10,2,844,0.2,0,0,0.5,0.5
215,Regional School District 15,62,Pomperaug Regional High School,2009-10,11,1418,0.8,0.8,0.3,0.8,1.2
216,Regional School District 16,60,Woodland Regional High School,2009-10,3,789,0.4,0,0.5,0.5,0.5
217,Regional School District 17,61,Haddam-Killingworth High School,2009-10,0,689,0,0,0,0,0
218,Regional School District 18,61,Lyme-Old Lyme High School,2009-10,2,443,0.5,0,1,0,1
219,Regional School District 19,61,E. O. Smith High School,2009-10,12,1197,1,0,0.3,1.8,1.9
118,Ridgefield School District,61,Ridgefield High School,2009-10,4,1753,0.2,0,0.2,0.5,0.2
119,Rocky Hill School District,61,Rocky Hill High School,2009-10,1,781,0.1,0,0,0,0.4
124,Seymour School District,61,Seymour High School,2009-10,10,704,1.4,1.1,1.3,2.7,0.5
126,Shelton School District,61,Shelton High School,2009-10,28,1631,1.7,0.3,2,2,2.4
128,Simsbury School District,61,Simsbury High School,2009-10,4,1581,0.3,0,0,0.3,0.7
129,Somers School District,61,Somers High School,2009-10,3,572,0.5,0.7,0,0.7,0.7
132,South Windsor School District,62,South Windsor High School,2009-10,21,1575,1.3,0,1.3,1.7,2.4
131,Southington School District,62,Southington High School,2009-10,23,2033,1.1,0.2,0.6,1.6,2.1
134,Stafford School District,61,Stafford High School,2009-10,18,537,3.4,2.6,2.7,3.8,4.7
282,Stamford Academy,60,Stamford Academy,2009-10,3,131,2.3,8,0,2.6,0
135,Stamford School District,61,Stamford High School,2009-10,62,1733,3.6,2.4,4,3.5,4.9
135,Stamford School District,64,The Academy of Information Technology,2009-10,2,679,0.3,0,0,0.7,0.8
135,Stamford School District,63,Westhill High School,2009-10,55,2281,2.4,4.2,1.4,2,1.9
137,Stonington School District,61,Stonington High School,2009-10,8,793,1,0,1.5,1,1.6
138,Stratford School District,62,Bunnell High School,2009-10,19,1247,1.5,0.3,1.3,1.6,2.9
138,Stratford School District,61,Stratford High School,2009-10,5,980,0.5,0,0.8,0.4,0.8
139,Suffield School District,61,Suffield High School,2009-10,1,851,0.1,0,0,0,0.5
269,The Bridge Academy District,61,The Bridge Academy,2009-10,0,163,0,0,0,0,0
902,The Gilbert School,61,The Gilbert School,2009-10,14,381,3.7,3.3,0,10.4,2.6
140,Thomaston School District,62,Thomaston High School,2009-10,7,361,1.9,0,1.2,4,2.1
141,Thompson School District,61,Tourtellotte Memorial High School,2009-10,6,378,1.6,1,1,1.1,3.2
142,Tolland School District,61,Tolland High School,2009-10,1,941,0.1,0,0,0.4,0
143,Torrington School District,61,Torrington High School,2009-10,55,1184,4.6,5.9,3.2,5.1,4.1
144,Trumbull School District,61,Trumbull High School,2009-10,2,2135,0.1,0,0,0.2,0.2
146,Vernon School District,61,Rockville High School,2009-10,39,1108,3.5,3.1,3.1,4.1,3.8
148,Wallingford School District,61,Lyman Hall High School,2009-10,8,1156,0.7,0,0.3,1.4,1.1
148,Wallingford School District,62,Mark T. Sheehan High School,2009-10,24,979,2.5,0.4,2.7,3.2,3.5
151,Waterbury School District,62,Crosby High School,2009-10,109,1329,8.2,5.4,6.4,10,11.8
151,Waterbury School District,64,John F. Kennedy High School,2009-10,101,1369,7.4,7.3,6.2,7.5,8.8
151,Waterbury School District,60,Waterbury Arts Magnet School (High),2009-10,16,485,3.3,4.8,4,1.7,2.5
151,Waterbury School District,63,Wilby High School,2009-10,93,1185,7.8,6.9,9.2,6.9,8.4
152,Waterford School District,61,Waterford High School,2009-10,6,980,0.6,0.8,0,1.2,0.4
153,Watertown School District,61,Watertown High School,2009-10,11,986,1.1,0,1.3,2.1,1.4
155,West Hartford School District,61,Conard High School,2009-10,28,1564,1.8,1.3,0.9,2.8,2.2
155,West Hartford School District,62,Hall High School,2009-10,16,1580,1,1,0.5,2.2,0.3
155,West Hartford School District,51,King Philip Middle School,2009-10,NA,NA,NA,NA,NA,NA,NA
156,West Haven School District,61,West Haven High School,2009-10,32,1569,2,2.7,3.2,1.6,0.5
154,Westbrook School District,61,Westbrook High School,2009-10,0,300,0,0,0,0,0
157,Weston School District,61,Weston High School,2009-10,0,798,0,0,0,0,0
158,Westport School District,61,Staples High School,2009-10,4,1785,0.2,0.2,0.2,0.2,0.2
159,Wethersfield School District,61,Wethersfield High School,2009-10,23,1181,1.9,0.4,0.7,1.9,4.4
161,Wilton School District,61,Wilton High School,2009-10,2,1291,0.2,0,0,0.3,0.3
163,Windham School District,61,Windham High School,2009-10,65,863,7.5,5.5,3.5,9.3,11.5
165,Windsor Locks School District,61,Windsor Locks High School,2009-10,17,551,3.1,0,0.7,4.6,7
164,Windsor School District,61,Windsor High School,2009-10,22,1368,1.6,0.5,1.6,1.4,3.2
166,Wolcott School District,61,Wolcott High School,2009-10,0,843,0,0,0,0,0
903,Woodstock Academy,61,Woodstock Academy,2009-10,10,1153,0.9,0,0.7,1,1.8
279,Amistad Academy District,51,Amistad Academy,2008-09,2,98,2,2.7,2.7,0,0
2,Ansonia School District,61,Ansonia High School,2008-09,15,717,2.1,1.3,3.4,2,1.9
244,Area Cooperative Educational Services,61,Collaborative Alternative Magnet School,2008-09,0,69,0,0,0,0,0
4,Avon School District,61,Avon High School,2008-09,2,1052,0.2,0,0,0,0.8
7,Berlin School District,61,Berlin High School,2008-09,14,1027,1.4,0.4,0.4,0,4.4
