District ID,District Name,School ID,School Name,School Year,Dropouts,Enrollment,Annual Dropout Rate,G9,G10,G11,G12
151,Waterbury School District,62,Crosby High School,2003-04,95,1337,7.1,9.3,4.5,8.7,3.9
151,Waterbury School District,64,John F. Kennedy High School,2003-04,8,1359,0.6,0.6,0,0.3,1.8
151,Waterbury School District,63,Wilby High School,2003-04,26,1123,2.3,1.8,3.3,2.4,1.7
152,Waterford School District,61,Waterford High School,2003-04,8,959,0.8,0,0.8,1.2,1.4
153,Watertown School District,61,Watertown High School,2003-04,11,948,1.2,1.5,1.1,1,0.9
155,West Hartford School District,61,Conard High School,2003-04,18,1360,1.3,1.3,1.5,1.2,1.3
155,West Hartford School District,62,Hall High School,2003-04,13,1557,0.8,0.5,0.5,1,1.3
156,West Haven School District,62,Edgar C. Stiles Alternate Learning Center,2003-04,0,30,0,0,0,0,0
156,West Haven School District,61,West Haven High School,2003-04,14,1758,0.8,1,0.5,1.6,0
154,Westbrook School District,61,Westbrook High School,2003-04,2,293,0.7,1.1,0,0,1.6
157,Weston School District,61,Weston High School,2003-04,0,651,0,0,0,0,0
158,Westport School District,61,Staples High School,2003-04,1,1399,0.1,0,0,0,0.3
159,Wethersfield School District,61,Wethersfield High School,2003-04,12,1132,1.1,0,0.3,2.6,1.4
161,Wilton School District,61,Wilton High School,2003-04,2,1168,0.2,0,0,0.3,0.4
163,Windham School District,61,Windham High School,2003-04,23,995,2.3,3,1.8,2.2,2.1
165,Windsor Locks School District,61,Windsor Locks High School,2003-04,21,593,3.5,1.3,0.7,5.6,7.1
164,Windsor School District,61,Windsor High School,2003-04,35,1488,2.4,1.4,2.3,3.8,2.2
166,Wolcott School District,61,Wolcott High School,2003-04,13,828,1.6,0.5,0,2.8,3.1
903,Woodstock Academy,61,Woodstock Academy,2003-04,45,1058,4.3,2.5,4.1,7.1,3.5
